rank,id,id_album,title,length,publicationDate,language,language_detect,genre,recordLabel,recorded,runtime,award,Album_Name,Artist_name,rankHere,year_publication,Album_Name2
472636,5714dec525ac0d8aee3a2061,5714debb25ac0d8aee350ede,The Tide Is High (Get The Feeling),206,2003-03-01,eng,english,"list(""Reggae"", ""Dance-pop"", ""Rocksteady"", ""Canadian hip hop"", ""Dancehall"")","list(""Chrysalis Records"", ""KonLive Distribution"", ""Geffen Records"", ""Black Jays"", ""Virgin Records"", ""Warner Music Group"")","list(""2008"")","list(""222.0"", ""206.0"", ""160.0"", ""235.0"", ""279.0"")","list(""Platinum"", ""Gold"")",Feels So Good,Atomic Kitten,397,2003,unknown
473353,5714dec825ac0d8aee3bd10a,5714debb25ac0d8aee3539d2,Tha Crossroads,222,1999-10-08,eng,english,"list(""Hip hop music"", ""Contemporary R&B"", ""Midwest hip hop"")","list(""Ruthless Records"", ""East West Records"")","list(""1995"", ""2002"")","list(""190.0"", ""224.0"")",list(),E. 1999 Eternal,Bone Thugs-N-Harmony,398,1999,E. 1999 Eternal
474032,5714dec825ac0d8aee3bf0b0,5714debb25ac0d8aee353d04,A Song For Mama,301,2008-05-05,eng,english,"list(""Contemporary R&B"")","list(""Motown"")","list(""1997"")","list(""305.0"", ""270.0"")","list(""Platinum"")",Evolution,Boyz II Men,400,2008,Evolution
482698,5714deca25ac0d8aee3d39b5,5714debb25ac0d8aee355d9e,Crazy Stupid Love,225,2014-07-20,eng,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Polydor Records"")",list(),"list(""226.0"")","list(""Gold"")",Other Songs,Cheryl Cole,402,2014,unknown
484444,5714decb25ac0d8aee3e345a,5714debb25ac0d8aee3576da,Einmal Um Die Welt,236,2015-07-03,unknown,german,"list(""Rapping"", ""Pop music"")",list(),list(),"list(""141.0"")","list(""Gold"", ""Platinum"")",MTV Unplugged,Cro,403,2015,MTV Unplugged
485323,5714dec725ac0d8aee3b10fa,5714debb25ac0d8aee35274a,Loser,219,2015-05-01,kor,croatian,"list(""Hip hop music"", ""PBR&B"")","list(""YG Entertainment"")",list(),"list(""219.0"")",list(),Other Songs,Big Bang,405,2015,unknown
485368,5714dec925ac0d8aee3c865e,5714debb25ac0d8aee354b99,The Distance,180,2001-02-05,unknown,english,"list(""Rap rock"", ""Alternative hip hop"", ""Alternative rock"")","list(""Capricorn Records"")",list(),"list(""180.0"")",list(),Fashion Nugget,Cake,406,2001,unknown
486483,5714decc25ac0d8aee3f7d12,5714debb25ac0d8aee359849,Diana Ross & Lionel Richie:Endless Love,267,2007-09-10,eng,english,"list(""Contemporary R&B"", ""Country music"", ""Pop music"")","list(""Motown"", ""Epic Records"", ""Universal Music Group Nashville"")","list(""2011"")","list(""258.0"", ""264.0"", ""261.0"")","list(""Silver"", ""Gold"", ""Platinum"")",To Love Again,Diana Ross,407,2007,unknown
489490,5714dece25ac0d8aee40febf,5714debb25ac0d8aee35bdf1,The Notorious B.I.G.:Dead Wrong,297,2005-04-20,eng,english,"list(""Horrorcore"", ""Hardcore hip hop"", ""Gangsta rap"")","list(""Bad Boy Records"")",list(),"list(""298.0"")",list(),Off The Wall,Eminem,408,2005,Off The Wall
490718,5714dec725ac0d8aee3b916e,5714debb25ac0d8aee353393,Fire Water Burn,291,2014-11-05,eng,english,"list(""Alternative rock"", ""Rap rock"")","list(""Jimmy Franks Recording Company"", ""Geffen Records"", ""Republic Records"")","list(""1996"")","list(""291.0"")",list(),One Fierce Beer Coaster,Bloodhound Gang,409,2014,unknown
490726,5714dec725ac0d8aee3b1d1d,5714debb25ac0d8aee352879,My Last,254,2011-03-07,unknown,english,"list(""Contemporary R&B"", ""Pop-rap"")","list(""GOOD Music"", ""Def Jam Recordings"")","list(""2010"")","list(""254.0"", ""319.0"")","list(""Gold"")",Finally Famous,Big Sean,410,2011,Finally Famous
491705,5714dec425ac0d8aee389b01,5714debb25ac0d8aee34e634,Beautiful,312,2008-11-28,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"", ""Dance-pop"")","list(""Konvict Muzik"", ""Universal Records (defunct record label)"")",list(),"list(""312.0"", ""231.0"")",list(),Freedom,Akon,411,2008,Freedom
493255,5714dec425ac0d8aee38e6ef,5714debb25ac0d8aee34edba,Eve:Gangsta Lovin',214,2001-06-25,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""Interscope Records"", ""Ruff Ryders Entertainment"")","list(""2002"")","list(""239.0"")",list(),Remixed & Unplugged In A Minor,Alicia Keys,412,2001,Remixed & Unplugged In A Minor
493788,5714dec725ac0d8aee3b08cb,5714debb25ac0d8aee35265f,Destiny's Child:Survivor,241,2003-07-25,eng,english,"list(""Dance-pop"", ""Contemporary R&B"")","list(""Columbia Records"")","list(""July 2000"", ""SugarHill Studios"")","list(""254.0"")","list(""Silver"", ""Gold"", ""Platinum"")",The Beyoncé Experience Live,Beyoncé,413,2003,unknown
494304,5714deca25ac0d8aee3d4dce,5714debb25ac0d8aee355f94,Holidae In,314,2006-09-26,eng,english,"list(""Pop-rap"", ""Hip hop music"")","list(""Capitol Records"", ""Disturbing tha Peace"")","list(""2003"")","list(""314.0"", ""272.0"")","list(""Gold"")",Jackpot,Chingy,414,2006,unknown
497886,5714deca25ac0d8aee3d5075,5714debb25ac0d8aee355fd0,Champion,239,2011-02-28,eng,english,"list(""Contemporary R&B"", ""Hip hop music"")","list(""Jive Records"")","list(""2010"")","list(""238.0"", ""354.0"")",list(),Transition,Chipmunk,415,2011,unknown
500845,5714dec425ac0d8aee389ad8,5714debb25ac0d8aee34e632,Bananza (Belly Dancer),238,2007-07-02,unknown,english,"list(""Contemporary R&B"", ""Hip hop music"")","list(""Universal Records (defunct record label)"", ""SRC Records"")","list(""October 2003"")","list(""240.0"")",list(),Trouble,Akon,416,2007,Trouble
501059,5714dec325ac0d8aee388147,5714debb25ac0d8aee34e370,Candy,180,2010-05-02,eng,english,"list(""Contemporary R&B"", ""Synthpop"", ""Dance-pop"", ""Grime music"")","list(""Future Records (UK label)"", ""Mercury Records"")","list(""2010"")","list(""180.0"")",list(),AggroSantos.com,Aggro Santos,417,2010,AggroSantos.com
501171,5714deca25ac0d8aee3d57bc,5714debb25ac0d8aee3560ad,Loyal,264,2013-12-19,eng,english,"list(""Contemporary R&B"", ""Hip hop music"")","list(""RCA Records"")","list(""2013"")","list(""264.0"")","list(""Gold"")",X,Chris Brown,418,2013,X
502166,5714dec325ac0d8aee381d72,5714debb25ac0d8aee34d897,Miss You,247,2008-05-19,eng,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Blackground Records"", ""Universal Music Group"")","list(""fall of 1999 Sony Music Studios"")","list(""245.0"")",list(),I Care 4 U,Aaliyah,419,2008,I Care 4 U
502290,5714decd25ac0d8aee3fda49,5714debb25ac0d8aee35a1b0,We Right Here,267,2001-09-24,unknown,english,"list(""East Coast hip hop"")","list(""Ruff Ryders Entertainment"", ""Def Jam Recordings"")","list(""2000"")","list(""269.0"")",list(),The Great Depression,DMX,420,2001,The Great Depression
506218,5714decd25ac0d8aee3fc84a,5714debb25ac0d8aee359f9f,"Fix Up, Look Sharp",224,2003-07-21,eng,english,"list(""Rap rock"", ""Grime music"")","list(""XL Recordings"")",list(),"list(""224.0"")",list(),Boy In Da Corner,Dizzee Rascal,422,2003,unknown
506626,5714dec925ac0d8aee3d1003,5714debb25ac0d8aee35598f,Ciara:Get Up,261,2007-03-27,unknown,english,"list(""Contemporary R&B"", ""Hip hop music"", ""Crunk"", ""Dance music"")","list(""LaFace Records"")",list(),"list(""261.0"")",list(),Songs Featuring Chamillionaire,Chamillionaire,423,2007,unknown
508525,5714dec825ac0d8aee3bc2c4,5714debb25ac0d8aee353846,Slow Down,258,2005-04-26,unknown,english,"list(""Contemporary R&B"")","list(""Disturbing tha Peace"", ""Def Jam Recordings"")","list(""2004"")","list(""258.0"", ""236.0"")",list(),Bobby Valentino,Bobby V,424,2005,Bobby Valentino
510019,5714dec425ac0d8aee38cef9,5714debb25ac0d8aee34eaf5,The Boy Does Nothing,214,2008-10-31,unknown,english,"list(""Swing music"", ""Contemporary R&B"", ""Jazz"", ""Mambo (music)"")","list(""Asylum Records"")",list(),"list(""214.0"")",list(),The Alesha Show,Alesha Dixon,425,2008,unknown
512865,5714decf25ac0d8aee4162ee,5714debb25ac0d8aee35c7e7,Bring Me To Life,283,2009-09-14,eng,english,"list(""Crossover (music)"", ""Nu metal"", ""Alternative metal"", ""Rap rock"", ""Soft rock"")","list(""Wind-up Records"", ""Warner Bros. Records"")","list(""2002"")","list(""226.0"", ""237.0"")","list(""Platinum"", ""Gold"")",Anywhere But Home,Evanescence,426,2009,unknown
515632,5714dec625ac0d8aee3a3d14,5714debb25ac0d8aee351214,All Up 2 You,218,2010-04-06,unknown,english,"list(""Contemporary R&B"")",list(),"list(""2009"")","list(""218.0"")",list(),The Last,Aventura,428,2010,unknown
516983,5714decf25ac0d8aee411bc4,5714debb25ac0d8aee35c0cb,Lloro Por Ti,247,2008-03-21,unknown,spanish,"list(""Pop music"", ""Latin pop"", ""Contemporary R&B"")","list(""Universal Music Latin Entertainment"")","list(""2007"")","list(""241.0"", ""276.0"")",list(),95/08 Exitos,Enrique Iglesias,429,2008,unknown
517636,5714decf25ac0d8aee418664,5714debb25ac0d8aee35cbd0,Make Me Better,253,2007-12-03,unknown,english,"list(""East Coast hip hop"", ""Hip hop music"", ""Contemporary R&B"")","list(""Def Jam Recordings"", ""Desert Storm Records"")","list(""2007"", ""Brooklyn, New York, United States and Hollywood, Los Angeles, California, United States"")","list(""253.0"")",list(),From Nothin' To Somethin',Fabolous,430,2007,From Nothin' To Somethin'
519659,5714dec325ac0d8aee381d4b,5714debb25ac0d8aee34d895,One In A Million,270,2007-12-27,eng,english,"list(""Contemporary R&B"", ""Downtempo"")","list(""Atlantic Records"", ""Blackground Records"")","list(""at Pyramid Studios"", ""1996"")","list(""270.0"")",list(),One In A Million,Aaliyah,431,2007,One In A Million
519890,5714dec725ac0d8aee3b561f,5714debb25ac0d8aee352daa,Just A Friend,238,2008-06-24,eng,english,"list(""Pop-rap"", ""Comedy hip hop"")","list(""Cold Chillin' Records"")","list(""1989"")","list(""240.0"")",list(),The Biz Never Sleeps,Biz Markie,432,2008,The Biz Never Sleeps
522054,5714dec825ac0d8aee3c18eb,5714debb25ac0d8aee354124,Determinate,198,2011-04-08,unknown,english,"list(""Pop music"", ""Pop-rap"", ""Pop rock"", ""Dance-pop"")","list(""Walt Disney Records"")","list(""2010"")","list(""198.0"")",list(),Songs On Compilations and Soundtracks,Bridgit Mendler,433,2011,unknown
532686,5714deca25ac0d8aee3d57a2,5714debb25ac0d8aee3560ab,Strip,169,2011-11-18,unknown,english,"list(""Hip hop"", ""Contemporary R&B"")","list(""RCA Records"")",list(),"list(""169.0"")",list(),Boy In Detention,Chris Brown,434,2011,Boy In Detention
536433,5714decd25ac0d8aee402bdf,5714debb25ac0d8aee35a9a6,2 Chainz:No Lie,237,2012-05-22,eng,english,"list(""Hip hop music"", ""Southern hip hop"")","list(""Def Jam Recordings"")","list(""2012"")","list(""239.0"")","list(""Gold"")",Songs Featuring Drake,Drake,435,2012,unknown
536794,5714dec825ac0d8aee3c1de6,5714debb25ac0d8aee3541c3,I Love Rock 'N' Roll,186,2003-06-24,eng,english,"list(""Hard rock"", ""Pop rock"", ""Contemporary R&B"")","list(""Jive Records"", ""Boardwalk Records"", ""Rak Records"")","list(""2008"", ""March 2001"", ""1975"", ""1981"")","list(""186.0"", ""175.0"", ""168.0"")","list(""Gold"")",Britney,Britney Spears,436,2003,unknown
539532,5714dece25ac0d8aee40f4fe,5714debb25ac0d8aee35bcf0,My Kind Of Love,198,2013-06-12,eng,english,"list(""Soul music"", ""Contemporary R&B"")","list(""Virgin Records"")",list(),list(),"list(""Silver"", ""Gold"")",Our Version Of Events,Emeli Sandé,438,2013,Our Version Of Events
539685,5714deca25ac0d8aee3dd05b,5714debb25ac0d8aee356cb1,Up In Flames,193,2011-10-19,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Parlophone"")","list(""The Bakery and The Beehive"", ""July–September 2011 at"")","list(""167.0"", ""193.0"")",list(),Mylo Xyloto,Coldplay,439,2011,unknown
540310,5714dec625ac0d8aee3abd58,5714debb25ac0d8aee351eb5,No Sleep Till Brooklyn,246,1995-03-28,eng,english,"list(""Rap rock"", ""Hard rock"")","list(""Columbia Records"", ""Def Jam Recordings"")","list(""Spring 1986"")","list(""249.0"")",list(),Licensed To Ill,Beastie Boys,440,1995,Licensed To Ill
540569,5714dec925ac0d8aee3c94b7,5714debb25ac0d8aee354d23,Word Up!,261,2008-02-25,eng,english,"list(""Glam metal"", ""Pop rock"", ""Heavy metal music"", ""Nu metal"", ""Hard rock"", ""Funk"", ""Hip hop music"", ""Contemporary R&B"")","list(""A&M Records"", ""Atlanta Artists"", ""Epic Records"", ""Columbia Records"", ""Syco Music"", ""Warner Bros. Records"")","list(""2004"", ""2014"", ""1986"", ""1994"", ""November 1998"")","list(""205.0"", ""173.0"", ""323.0"", ""209.0"", ""261.0"")",list(),Word Up!,Cameo,441,2008,Word Up!
540782,5714decc25ac0d8aee3f4f2a,5714debb25ac0d8aee35938f,Let's Hear It For The Boy,260,1999-03-22,eng,english,"list(""Contemporary R&B"", ""Freestyle music"", ""Dance-pop"", ""Synthpop"")","list(""Columbia Records"")","list(""1983"")","list(""261.0"")",list(),Let's Hear It For The Boy,Deniece Williams,442,1999,unknown
541227,5714deca25ac0d8aee3d84e6,5714debb25ac0d8aee3564f0,Love Sex Magic,220,2009-03-12,eng,english,"list(""Electro (music)"", ""Contemporary R&B"", ""Dance-pop"")","list(""LaFace Records"")","list(""2008"")","list(""220.0"")",list(),Fantasy Ride,Ciara,443,2009,Fantasy Ride
542203,5714dece25ac0d8aee40ff9a,5714debb25ac0d8aee35bdfc,So Far...,317,2013-11-05,unknown,english,"list(""Rap rock"", ""Comedy hip hop"")","list(""Aftermath Entertainment"", ""Interscope Records"", ""Shady Records"")","list(""Effigy Studios , Shangri La Studios"")","list(""317.0"")",list(),The Marshall Mathers LP 2,Eminem,444,2013,The Marshall Mathers LP 2
542953,5714dec725ac0d8aee3b94f9,5714debb25ac0d8aee3533fa,All Rise,224,2004-11-15,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Virgin Records"", ""Innocent Records"")","list(""Stargate Studios, Norway"")","list(""224.0"")",list(),All Rise,Blue,446,2004,unknown
549338,5714dec825ac0d8aee3c648e,5714debb25ac0d8aee354880,Alles Verloren,267,2007-11-09,unknown,german,"list(""German hip hop"")","list(""Ersguterjunge"")",list(),list(),list(),7,Bushido,448,2007,7
549450,5714decc25ac0d8aee3f62c4,5714debb25ac0d8aee3595a5,"Bills, Bills, Bills",256,1999-07-26,eng,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Columbia Records"")","list(""December 1998"")","list(""256.0"")","list(""Silver"", ""Gold"")",The Writing's On The Wall,Destiny's Child,449,1999,The Writing's On The Wall
554444,5714deca25ac0d8aee3d84d0,5714debb25ac0d8aee3564ef,Like A Boy,237,2009-07-24,unknown,english,"list(""Political hip hop"", ""Contemporary R&B"")","list(""LaFace Records"")","list(""Chalice Studios"")","list(""240.0"")",list(),The Evolution,Ciara,450,2009,The Evolution
555442,5714dec325ac0d8aee385e77,5714debb25ac0d8aee34dfb4,Freak Like Me,253,2005-02-08,unknown,english,"list(""Electronica"", ""Synthpop"", ""UK garage"", ""Contemporary R&B"")","list(""Positiva Records"", ""East West Records"", ""Island Records"")","list(""London"", ""England"")","list(""289.0"", ""253.0"", ""194.0"")","list(""Silver"")",Do You Wanna Ride?,Adina Howard,451,2005,Do You Wanna Ride?
558870,5714decb25ac0d8aee3e3416,5714debb25ac0d8aee3576d5,Du,175,2012-07-27,unknown,german,"list(""Rapping"", ""Pop music"")",list(),list(),"list(""174.0"")","list(""Gold"", ""Platinum"")",Raop,Cro,452,2012,Raop
559122,5714dec325ac0d8aee381d5d,5714debb25ac0d8aee34d896,Rock The Boat,277,2008-06-30,eng,english,"list(""Contemporary R&B"")","list(""Blackground Records"", ""Virgin Records"")","list(""2000"")","list(""275.0"")",list(),Aaliyah,Aaliyah,453,2008,Aaliyah
562021,5714dec525ac0d8aee39dbd3,5714debb25ac0d8aee3507bd,Baby I,197,2014-12-18,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Republic Records"")","list(""2013"")","list(""197.0"")","list(""Gold"")",Yours Truly,Ariana Grande,454,2014,Yours Truly
562786,5714dec625ac0d8aee3a5abd,5714debb25ac0d8aee351518,So Good,213,2014-12-18,eng,english,"list(""Alternative hip hop"")","list(""Atlantic Records"", ""Grand Hustle Records"")","list(""2011"")","list(""213.0"")","list(""Platinum"")",Strange Clouds,B.o.B,455,2014,Strange Clouds
564513,5714dec825ac0d8aee3c18dc,5714debb25ac0d8aee354123,Hurricane,243,2012-10-23,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"", ""Pop music"", ""Reggae fusion"")","list(""Hollywood Records"")","list(""2011"")","list(""243.0"")","list(""Gold"")",Hello My Name Is...,Bridgit Mendler,456,2012,unknown
566242,5714dec525ac0d8aee39dbd4,5714debb25ac0d8aee3507bd,Right There,247,2013-08-06,unknown,english,"list(""Contemporary R&B"", ""Hip hop music"", ""Pop music"")","list(""Republic Records"")","list(""2013"")","list(""247.0"")","list(""Gold"")",Yours Truly,Ariana Grande,458,2013,Yours Truly
567291,5714decb25ac0d8aee3e1f56,5714debb25ac0d8aee3574bf,Flava In Ya Ear,217,2008-06-24,unknown,english,"list(""Gangsta rap"", ""Hip hop music"")","list(""Bad Boy Records"")","list(""The Hit Factory"", ""1993"")","list(""218.0"")",list(),Project: Funk Da World,Craig Mack,460,2008,Project: Funk Da World
568966,5714deca25ac0d8aee3d706b,5714debb25ac0d8aee356314,Your Body,239,2012-09-17,eng,english,"list(""Dance music"", ""Contemporary R&B"", ""Electropop"")","list(""RCA Records"")",list(),"list(""240.0"")","list(""Gold"")",Lotus,Christina Aguilera,461,2012,unknown
569249,5714dec625ac0d8aee3a8a45,5714debb25ac0d8aee3519ae,Beggin For Thread,249,0000-00-00,eng,english,"list(""Alternative dance"", ""Electropop"", ""Trip hop"", ""PBR&B"")","list(""Harvest Records"")",list(),"list(""249.0"")",list(),Goddess,Banks,463,0000,unknown
571140,5714dec725ac0d8aee3b08e6,5714debb25ac0d8aee352660,Diva,200,2008-11-14,unknown,english,"list(""Contemporary R&B"", ""Trap music"")","list(""Columbia Records"")","list(""2008"", ""Bangladesh Studios"", ""Silent Sound Studios"", ""Patchwerk Studios"")","list(""200.0"")","list(""Gold"")",I Am...Sasha Fierce,Beyoncé,464,2008,I Am...Sasha Fierce
572701,5714dec325ac0d8aee381d5b,5714debb25ac0d8aee34d896,We Need A Resolution,242,2007-01-01,eng,english,"list(""Contemporary R&B"")","list(""Blackground Records"", ""Virgin Records"")","list(""Westlake Recording Studios"", ""March 2001;"")","list(""242.0"")",list(),Aaliyah,Aaliyah,465,2007,Aaliyah
573750,5714dec325ac0d8aee385aff,5714debb25ac0d8aee34df57,Aschenflug,202,2013-11-08,unknown,german,"list(""Popmusik"", ""Rap"")",list(),list(),"list(""202.0"")",list(),Lieder,Adel Tawil,466,2013,unknown
573814,5714decf25ac0d8aee411bc9,5714debb25ac0d8aee35c0cc,Takin' Back My Love,230,2008-11-02,unknown,english,"list(""Contemporary R&B"", ""Europop"")","list(""Interscope Records"")","list(""2008"")","list(""231.0"")",list(),Greatest Hits,Enrique Iglesias,467,2008,unknown
573943,5714dec325ac0d8aee387478,5714debb25ac0d8aee34e20c,Pitbull:Maldito Alcohol,201,2010-05-11,unknown,spanish,"list(""Latin hip hop"")",list(),"list(""2009"")","list(""207.0"")",list(),Songs Featuring Afrojack,Afrojack,468,2010,unknown
575217,5714deca25ac0d8aee3d5814,5714debb25ac0d8aee3560b1,T-Pain:Best Love Song,197,2011-03-22,unknown,english,"list(""Contemporary R&B"", ""Dance-pop"")",list(),"list(""2011"")","list(""197.0"")",list(),Songs Featuring Chris Brown,Chris Brown,469,2011,unknown
575483,5714decd25ac0d8aee3fe6f5,5714debb25ac0d8aee35a2e2,Read All About It (Tutto Quello Che Devi Sapere),235,2011-10-21,eng,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""Virgin Records"")","list(""2011"")","list(""235.0"")","list(""Platinum"", ""Gold"")",Other Songs,Dolcenera,470,2011,unknown
579141,5714dec725ac0d8aee3b08f2,5714debb25ac0d8aee352661,I Care,240,2011-06-27,unknown,english,"list(""Contemporary R&B"")","list(""Columbia Records"")","list(""2011"")","list(""239.0"")",list(),4,Beyoncé,472,2011,4
582434,5714dec825ac0d8aee3c3a9a,5714debb25ac0d8aee35446f,Savage Garden:Truly Madly Deeply,273,2000-12-04,unknown,english,"list(""Soft rock"", ""Contemporary R&B"", ""Eurodance"", ""Adult contemporary music"")","list(""Columbia Records"", ""Sony Music Entertainment"")","list(""1995"", ""Plazmatek Studio Erkrath"", ""Plazmatek Studio Cologne"", ""2005"")","list(""179.0"", ""251.0"", ""277.0"")",list(),On A Day Like Today,Bryan Adams,475,2000,unknown
585796,5714decc25ac0d8aee3f62cc,5714debb25ac0d8aee3595a5,"Jumpin', Jumpin'",230,1999-07-26,unknown,english,"list(""Hip hop music"", ""Dance-pop"", ""Contemporary R&B"")","list(""Columbia Records"")","list(""1999"")","list(""230.0"")","list(""Silver"")",The Writing's On The Wall,Destiny's Child,476,1999,The Writing's On The Wall
587436,5714dec325ac0d8aee381d3e,5714debb25ac0d8aee34d894,Back And Forth,229,2001-07-23,eng,english,"list(""Hip hop soul"", ""Contemporary R&B"", ""New jack swing"")","list(""Blackground Records"", ""Jive Records"")","list(""October 1993"", ""Chicago Recording Company"")","list(""231.0"")",list(),Age Ain't Nothing But A Number,Aaliyah,477,2001,Age Ain't Nothing But A Number
587748,5714deca25ac0d8aee3dd08c,5714debb25ac0d8aee356cb6,Nelly Furtado:All Good Things (Come To An End),311,2008-01-01,eng,english,"list(""Latin pop"", ""Contemporary R&B"")","list(""Warner Bros. Records"")","list(""2005"", ""2007"")","list(""311.0"", ""309.0"")","list(""Gold"", ""Platinum"", ""Silver"")",Collaborations,Coldplay,478,2008,unknown
588306,5714dec525ac0d8aee39dbd9,5714debb25ac0d8aee3507bd,The Way,226,2013-03-26,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Republic Records"")","list(""January 2013"")","list(""226.0"", ""190.0"")","list(""Platinum"", ""Gold"")",Yours Truly,Ariana Grande,479,2013,Yours Truly
589154,5714deca25ac0d8aee3d398b,5714debb25ac0d8aee355d9a,Fight For This Love,228,2009-10-15,eng,english,"list(""Pop music"", ""Contemporary R&B"", ""Dance-pop"")","list(""Fascination Records"")","list(""Santa Monica, California"", ""2009"")","list(""226.0"")","list(""Platinum"", ""Gold"")",3 Words,Cheryl Cole,480,2009,unknown
592822,5714decb25ac0d8aee3e6277,5714debb25ac0d8aee357b96,I'm Your Angel,329,1999-11-15,unknown,english,"list(""Soul music"", ""Christian music"", ""Christmas music"", ""Contemporary R&B"", ""Gospel music"")","list(""Epic Records"", ""Jive Records"")","list(""1997"")","list(""331.0"")","list(""Gold"", ""Silver"", ""Platinum"")",These Are Special Times,Céline Dion,482,1999,unknown
595094,5714dece25ac0d8aee40ff7e,5714debb25ac0d8aee35bdfb,Won't Back Down,265,2010-06-21,eng,english,"list(""Hip hop music"", ""Rap rock"")","list(""Shady Records"", ""Interscope Records"", ""Aftermath Entertainment"")","list(""54"")","list(""265.0"")",list(),Recovery,Eminem,483,2010,Recovery
595608,5714dec725ac0d8aee3b08ea,5714debb25ac0d8aee352660,Ego,236,2008-11-14,unknown,english,"list(""Contemporary R&B"")","list(""Columbia Records"")","list(""2008"")","list(""235.0"")",list(),I Am...Sasha Fierce,Beyoncé,484,2008,I Am...Sasha Fierce
596837,5714dec425ac0d8aee38e733,5714debb25ac0d8aee34edbe,Doesn't Mean Anything,272,2009-09-18,unknown,english,"list(""Contemporary R&B"", ""Soul music"")","list(""J Records"")","list(""2009"", ""(Conway Studios)"", ""(The Oven Studios)"", ""Long Island, New York"", ""Los Angeles, California"")","list(""276.0"", ""233.0"")",list(),The Element Of Freedom,Alicia Keys,485,2009,unknown
602168,5714dec425ac0d8aee38f81e,5714debb25ac0d8aee34efa9,I Swear,259,2005-04-19,eng,english,"list(""Pop music"", ""Contemporary R&B"", ""Country music"")","list(""Starwatch Music"", ""Warner Music Group"", ""Atlantic Records"")","list(""1993"")","list(""243.0"")","list(""Gold"", ""Platinum"")",All-4-One,All-4-One,488,2005,All-4-One
603579,5714decd25ac0d8aee402b88,5714debb25ac0d8aee35a9a0,Up All Night,234,2010-06-11,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""Universal Motown Records"", ""Aspire Music Group"", ""Cash Money Records"", ""Young Money Entertainment"")","list(""2010"")","list(""235.0"")",list(),Thank Me Later,Drake,489,2010,Thank Me Later
605995,5714dec825ac0d8aee3bf083,5714debb25ac0d8aee353d00,I'll Make Love To You,236,2007-09-10,eng,english,"list(""Contemporary R&B"")","list(""Motown"")","list(""Early 1994"")","list(""244.0"")",list(),II,Boyz II Men,490,2007,II
606730,5714dec625ac0d8aee3aa331,5714debb25ac0d8aee351c09,Hopeful,169,2014-07-25,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""Syco Music"")","list(""2014"")","list(""169.0"")",list(),Other Songs,Bars And Melody,491,2014,unknown
607531,5714deca25ac0d8aee3d56f3,5714debb25ac0d8aee3560a3,Say Goodbye,290,2005-12-05,unknown,english,"list(""Contemporary R&B"", ""Pop music"")","list(""Jive Records"")","list(""2005"")","list(""289.0"")",list(),Chris Brown,Chris Brown,492,2005,Chris Brown
609025,5714decd25ac0d8aee3fdaba,5714debb25ac0d8aee35a1b6,Get It On The Floor,262,2003-09-09,unknown,english,"list(""East Coast hip hop"", ""Hardcore hip hop"")","list(""Ruff Ryders Entertainment"", ""Def Jam Recordings"")","list(""2003"")","list(""268.0"")",list(),Grand Champ,DMX,493,2003,Grand Champ
610535,5714dec625ac0d8aee3a5c88,5714debb25ac0d8aee351545,Harlem Shake,196,2012-08-17,eng,spanish,"list(""Bass music"", ""Hip hop music"", ""Trap music"")","list(""Mad Decent"")","list(""2012"")","list(""196.0"")","list(""Platinum"", ""Gold"", ""Silver"")",Other Songs,Baauer,494,2012,unknown
615954,5714deca25ac0d8aee3d56e8,5714debb25ac0d8aee3560a3,Run It!,229,2006-05-08,unknown,english,"list(""Contemporary R&B"", ""Hip hop music"", ""Crunk"")","list(""Jive Records"")","list(""2005"")","list(""244.0"", ""229.0"", ""192.0"")",list(),Chris Brown,Chris Brown,496,2006,Chris Brown
617574,5714deca25ac0d8aee3d57ce,5714debb25ac0d8aee3560ad,Fine China,213,2013-04-01,unknown,english,"list(""Contemporary R&B"")","list(""RCA Records"")","list(""2013"")","list(""213.0"")","list(""Gold"")",X,Chris Brown,497,2013,X
621665,5714decd25ac0d8aee4021cf,5714debb25ac0d8aee35a8bc,Still D.R.E.,267,2008-05-12,unknown,english,"list(""Gangsta rap"", ""G-funk"", ""West Coast hip hop"")","list(""Aftermath Entertainment"", ""Interscope Records"")","list(""1999"")","list(""274.0"")","list(""Platinum"", ""Gold"")",2001,Dr. Dre,498,2008,2001
623297,5714decc25ac0d8aee3f6d22,5714debb25ac0d8aee3596bf,Watchtower,272,2013-06-30,unknown,english,"list(""Hip hop music"", ""Rap rock"")","list(""Universal Music Group"", ""Island Records"")",list(),"list(""219.0"")",list(),A Moving Picture,Devlin,499,2013,A Moving Picture
